Language_name,I,all,ash,bark,belly,big,bird,bite,black,blood,bone,breast,burn,claw,cloud,cold,come,die,dog,drink,dry,ear,earth,eat,egg,eye,feather,fire,fish,flesh,fly,foot,full,give,good,grease,green,hair,hand,head,hear,heart,horn,hot,kill,knee,know,leaf,lie,liver,long,louse,man,many,moon,mountain,mouth,name,neck,new,night,nose,not,one,path,person,rain,red,root,round,sand,say,see,seed,sit,skin,sleep,small,smoke,stand,star,stone,sun,swim,tail,that,this,tongue,tooth,tree,two,walk,water,we,what,white,who,woman,yellow,you
Stieng 2,he,,,,,,,,,mham,tiN,potoh,,,,,,,so,5et,,tor,,,,mat,,7o5,ka,,,,biN,,,,,,,,,,ke,,,,,,,,,,,,,yo7,,,,7me,maN,,,muay,troN,,,,,,,,saw,,,,,,,,soma5,,nar,,,,,pelpiat,sek,jhu,bar,,dak,bon,,,,,,7ay
Stimul Paiwan,tiak3n,,,,,,,,,damu7,Tu73Lal,tutu,,,,,maN3t3z,maTay,vatu,t3m3k3L,,caLiNa,,,,maTa,,sapuy,Ti7aw,,,,,,,,,,Lima,,kiLaNda,,,,,,,asaw,,aTay,,kuTu,,,,,,Nadan,,va7uwan,aT3m3T3m3t,Nudus,,ita,daLan,,,,,,,,paTun,,,aliT,,,,,vitu7an,aTilay,adaw,,,,,s3ma,alis,,dusa,,zalum,tit3n,,,,,,tisun
Stodsde,Na,,,,,,,,,sa,ch~3r,5i5i,,,,,Co,Sa,kh~ue,Ch~e,,N ka,,,,bz3,,m3,X3i,,,,,,,,,,yi,,S5oS3n,,Ze,,,ji pulu,,ph~oCh~e,,si,,XC3,,,,Xsu,,Zme,,Xs3,jec3,X3m paqa,,a,ur,me,,,,,,,ci,,,Zopie,,,,,Xj3pa,Xlotu,mes3,,,,,z3qe,su3,ph~o,n,,cue,qolo,,,,,,no
Stolo,al8a,"m3k""w~","sc""as","p""alyiws","k""w~3la",hikw~,moqw~,"q""eyk""w~3t","cq""ix",sColexw~3m,"s8""om",sq3mo,y3qw~,"q""w~3xw~3lc3s","Sxw""a8t3l","xiL""",3mi,"q""oy",sqw~3may,qoq3t,"c""iyxw~","q""w~ol",t3m3xw~,a8t3l,mam3l3holL,q3l3m,"sxelc""",h3y3qw~,"s8""oqw~o",sLiqw~,"Lok""w~",sx3l3,"m3q""",am,ey,slos,cqw~ay,maq3l,Cal3x,sx3y3s,"c""Lam","8""ala","8""ist3l","k""w~as","q""oy","sq3p""ol83t3l","L3q""3l3xw~","sc""oLa","Laq""",sc3l3m,"L""aqt","maxc""3l",swiy3q3,q3x,"sk""w~3xos",smalt,8o83l,skwix,t3ps3m,xaws,slat,m3qs3l,3w3,"l3c""a",xaxL,m3stiy3xw~,L3m,ckw~im,kw~3ml3xw~,x3l,"syic""3m",law,"k""w~ac","s8""3miw3l",3m3t,"k""w~3l3w",it3t,3mim3l,"sp""oL""3m",L3x,kw~os3l,smalt,syoqw~3m,"t""ic3m","sL""3p3l3c","L""o",te7i,t3xw~83L,y3l3s,83qat,isal3,im3x,qo,Lim3L,stam,"p""3q""",wat,sLali,cqw~ay,"L""o"
Suabo,naita,,,,,,,,,aruo,to7o,,,,,,mora,,mewawoto,,,,,,,irabuo,,ma7apo,,,,,,,,,,,ewo,,,,,,,,,,,,,oro,,,,,,nareri,,,niro,,,mutero,,,,,,,,,urara,,,giro,,,,,,beto,tegi,,,,,,depo,au,eriwo,,sa,iti,,,,,,aiti
Suau,yau,,,,,,,,,osina,siada,susu,,,,,laoma,mate,kedewa,nom,,bea,,,,mata,,oyagi alasi,yama,,,,,,,,,,nima,,ataiei,,,,,,,lugu,,ate,,tuma,,,,,,esa,,halihaliu,maiona,isu,,esega,dobila,doga,,,,,,,ita,,,opi,,,,,ipola,we7u,,,,,,memena,awa,,labu7i,,goila,ita,,,,,,oa
Subanon Siocon,akon,,,,,,,,,dugu7,tulan,dudu7,,,,,,,gayam,minum,,toliNa,,,,mata,,gapoy,soda7,,,,omponu7,,,,,,komot,,mokinoNog,,,,,glulud,,daon,,gatoy,,gotu,,,,bontod,,Nalan,,bogu,gobi,suN,,sala bok,dalan,gotow,,,,,,,moktoNow,,,panit,,,,,bitun,batu,,,,,,dila7,Nisi,kayu,dua7,,tubig,ita,,,,,,ika
Subanun Sindangan,inan,,,,,,,,,dugu7,tolan,dudu7,,,,,,,gitu7,minum,,t3liNa,,,,mata,,gapuy,s3da7,,,,mp3nu7,,,,,,beNk3n,,m3d3N3g,,,,,dlulud,,doon,,gatay,,gutu,,,,b3ntud,,Nalan,,b3gu,g3bii,suN,,sala,dalan,g3tau,,,,,,,meta7,,,panit,,,,,bitun,batu,,,,,,dila7,Nisi,gayu,dua7,,tubig,ita,,,,,,ya7a
Subtiaba,iku,,,,,,,,,aiti,isu,sosto,,,,,5a,age5a,wr~una,mawia,,5au,,,,situ,,ahku,egi,,,,mani,,,,,,preCi,,daco,,,,,dugomia,,ena,,giko,,iaxa,,,,ana,,,,nuSi,midoun,daka,,imb~a,gamb~a,wrabu,,,,,,,iya,,,Sanai,,,,,uku,isinu,ahka,,,,,duhun,si5u,iSi,apu,,iya,heCelu,,,,,,ika
Sudanese Arabic,,,,,,,,,,,,sX~adr,,,,,,,kalib,,,XadX~an,,,,Xen,,,,,,,,,,,,,id,,,,garin,,,rukba,,sX~afaga,,,,,,,,jabal,,,,,,,,,,insan,,,,,,,,,,,,,,,najma,Xajar,,,,,,,sin,Sajara,,,,,,,,,,
Sudest,ino,o8anarN,vuxa,jim3a,gumo,laxNye,ma,xarN,b3adib3adi,madib,wakNni,8i,Nda,,buruburu,warNrN,mena,mare,buxa,mun,mom3ai,anawa,yahbane,xaniiga,bou,mara,boro,NdNxa,barogi,hbunama,yo,,iriyevajara,giya,8ovuye,loxe,b3aohb3ao,uhbalN,nNma,uhbalN,loNwe,bou,,deaxa,gabo,vuvuye,xarexare,dam3ae,tab3aiyaru,xare,molao,kutu,amala,lo,maNjala,wou,xae,,nNmo,toxa,gougou,bo8i,maru,lemoiyo,kam3aita,lolo,uye,sosoro,wa8ililiye,von,kerakera,dage,8uwe,karakarava,yaku,jim3a,xena,nasiye,muNdu,yoNdo,witara,varN,warae,gai,walau,,,mami,NiNi,uhb3a,,loiga,hb3a,xiNda,buda,kakalava,8ela,ela,b3aohb3ao,xNn
Suena,na,,,,,,,,,orara,wetu,ami,,,,,mai,betai,suna,ou nai,,dana,,,,giti moka,,niao,wo,,,,denai,,,,,,wana,,ninai,,sanu,,,bawa,,gi,,wama,,zimi,,,,dirimu,,zazo,,seka,pi,wena,,da,eba,erama,,,,,,,gai,,,aiso,,,,,kuna,omata,waiko,,,,,iwawa,tau,ni,eto,,ou,nakare,,,,,,ni
Sui,yu,,,,,,,,,phy$at,lak,,,,,,taN,tai,hma,xum,,qh~a,,,,nd~a,,vi,mom,,,,tik,,,,,,my~a,,di,,pau,,,qamqu,,va,,tap,,tu,,,,nu,,dan,,hmai,san,naN,,to,khw$3n,z3n,,,,,,,gau,,,pi,,,,,z3t,tin,nd~avan,,,,,ma,vy~an,mai,xa,,nam,nd~iu,,,,,,5a
Sui Jung Chiang,,,,,,,,,,,lak,,,,,,ma,tay,ma,,,qh~a,,,,da,,vi,mum,,,,tik,,,,,,mya,,,,paw,,,,,wa,,tap,,tu,,,,,,dan,,may,san,naN,,,kh~wen,z3n,,,,,,,,,,ha,,,,,z3t,tin,,,,,,ma,siw,may,ga,,nam,,,,,,,na
Sui Li Ngam,,,,,,,,,,,dak,,,,,,ma,tay,ma,,,qh~a,,,,da,,wi,mum,,,,tik,,,,,,mya,,,,qaw,,,,,wa,,tap,,tu,,,,,,dan,,may,san,naN,,,kh~un,z3n,,,,,,,,,,ra,,,,,z3t,tin,,,,,,ma,siw,may,ga,,nam,,,,,,,na
Sui Pyo,,,,,,,,,,,lak,,,,,,,tay,ma,,,qh~a,,,,da,,vuy,mum,,,,tik,,,,,,mi3,,,,paw,,,,,va,,tap,,tu,,,,,,dan,,may,san,naN,,,kh~wen,zen,,,,,,,,,,,,,,,z3t,tin,,,,,,ma,hiw,m3,ga,,nam,,,,,,,ni3
Sukau Lampung Api,5o7,,,,,,,,,xoh,t3lon,,,,,,xotoN,moti,koTh~i,Ninom,,TupiN,,,,moto,,opui,iwo,,,,,,,,,,Tulu7,,d3Ni,,,,,,,buluN,,hoti,,kutu,,,,,,,,ompoy,d3biNi,ixuN,,soy,xoloyo,,,,,,,,N3lio7,,,bowo7,,,,,bintoN,botu,,,,,,mo,ipon,,Xuo,,woy,s3kom,,,,,,niku
Suki,ne,,,,,,,,,pa*i*,budu,,,,,,rugi,gua,ebme,ninu,,iakadgu,,,,itumku,,araka,,,,,,,,,,,kapse,,,,,,,itumaregu,,nigbagu,,,,daka,,,,,,yaka,,,ie,,,nimap,rapru,,,,,,,,ti,,,kaka,,,,,,,kamgu,,,,,kanaka,tamki,,,,nia,e,,,,,,de
Suku,,,,,,,,,,seNga,kudiya,yenu,,,,,kwisa,fw3,mbw3,nuw3,,tu,,,,su,,bau,biSi mmamba,,,,basa,,,,,,,,iyuka,,sengo,,,boNgu,,kay3,,sakafula,,Cini,,,,oNgu,,kumbu,,kyapha,iba,bombu,,moSi,jila,tu,,,,,,,mona,,,utu,,,,,tetembwa,tadi,tangwa,,,,,limi,nu,ti,zodi,,amba,,,,,,,
Sukur,,,,,,,,,,mumb~us,,wa,,,,,,,kira,,,lim3i,,,,is,,,,,,,,,,,,,xut ri,,,,,,,kirim,,dui,,,,,,,,Nw~a,,,,,v3t,Sin,,kili,Cive,md~u,,,,,,,,,,,,,,,,iyim,pis,,,,,ganai,,Siku,bak,,yiam s3t3,,,,,,,
Sukurum,si,,,,,,,,,buat,kamakal,tut,,,,,takokeba,gimam,kiam,,,liNan,,,,malan,,lokoi,,,,,ifuaN,,,,,,baNgiEn,,,,,,,f3l3Nkuw3t,,yenam,,fiyan,,lan,,,,Nun,,liNamgi3m,,fak,filaf,Nun,,misadon,s3m3p,NalaNgal,,,,,,,wagolisi,,,siliniN,,,,,tambinan,sakof,gubuak,,,,,lakalat,nifuan,kukwap,lEluk,,pui,agisa sukulum tak,,,,,,aNo
Sukwa,,,,,,,,,,banda,fupa,bele,,,,,sa,fwa,bwa,ngwa,,fwo,,,,iso,,lilo,swi,,,,isula,,,,,,,,pulika,,bembe,,,pefu,,ani,,soko,,banyi,,,,ghamba,,ita,,pya,Siku,buno,,muThene,sila,ndu,,,,,,,keta,,,papa,,,,,tondwa,bwe,suba,,,,,limi,ino,kokwe,bili,,iSi,,,,,,,
Sulka,kua,,,,,,,,,gindiel,,,,,,,ul,yur,guela,,,nela,,,,kik,,pui,,,,,,,,,,,gtik,,,,,,,,,,,,,,,,,wul,,,,gunan,gim,wornap,,,noi,,,,,,,,nh~o,,,ptek,,,,,,kietor,kolkh~a,,,,,,gunuruk,hu,ka lu nan,,yi,mur,,,,,,
Sullkatiti Titiri,,,,,,,,,,wila,"C""akh~a",5u5u,,,,,huta,hiwa,anu,uma,,hinCu,,,,nayra,,nina,,,,,ph~uqh~a,,,,,,ampara,,"ist""a",,waXra,,,qunquri,,laph~i,,,,"lap""a",,,,quLu,,suti,,maCaqa,aruma,nasa,,maya,tupu,haqi,,,,,,,u5,,,"hanCi lip""iCi",,,,,warawara,qala,inti,,,,,laXra,laka,quqa,paya,,uma,hiwasa,,,,,,huma
Sulung,goh,,,,,,,,,hue,,a nia,,,,,u,yi,boh,rin,,a kuc,,,,k3k,,ba,ka fuaN,,,,lia,,,,,,g3c,,xoN,,a k3 vuaN,,,,,l3k,,a pie,,p3 xa,,,,gaN,,a baN,,a fac,a bia,pok,,hui,p3 zua,bi,,,,,,,dac,,,a k3,,,,,ha xat,k3 po,k3 ri,,,,,rye,k3 tuaN,hen,5i,,kua,g3 x35,,,,,,nah
Sumararu,aen,,,,,,,,,in,u,so,,,,,,,ya,,,pLe,,,,ineNk~,,o,in,,,,,,,,,,on,,nap,,,,,siaNg~u,,wai,,se,,nip,,,,yoLi,,Lis,,as,yosy~om,yw~a,,kanan,yeL,kanin,,,,,,,in ok,,,Lis,,,,,pika,so,um,,,,,pak,now,wa,int~3k,,i,be,,,,,,Em
Sumau,yE,,,,,,,,,ya7oi,,3buri,,,,,ko,umu,mam,,,3kw~u,,,,Eki,,Epi,wEsE,,,,ko7E,,,,,,,,Es,,,,,oitaba,,,,k3ma,,mi,,,,sanawa,,wEn,,oma,ukum,nuti,,kirEn,imE,,,,,,,,EkE,,,imusa mubu,,,,,ph~ai,,is3,,,,,mino,m3i,n3,a7Eri,,EnE,sini,,,,,,nE
Sumbawa,kayi,,,,,,,,,getih,tolaN,susu,,,,,dataN,mate,asu,ny~inim,,kupiN,,,,mata,,api,yangan,,,,,,,,,,ima,,menoN,,,,,,,godoN,,ate,,gutu,,,,,,singin,,beru,petaN,iduN,,sakodeN,ola,tawu,,,,,,,ingo,,,luket,,,,,bintaN,batu,,,,,,ela,isit,,dua,,ai jerninN,,,,,,,kelam
Sumbwa,,,,,,,,,,gazi,gufua,bele,,,,,iz,fw,bwa,nw,,twi,,,,inso,,lilo,samaki,,,,okel,,,,,,,,imvw,,hembe,,,vwi,,tutu,,tima,,da,,,,gulu,,zina,,hyahya,fuku,nindo,,mwi,zila,ntu,,,,,,,bon,,,dili,,,,,sonda,bale,zyoba,,,,,limi,ino,ti,bili,,inzi,,,,,,,
Sumerian,Ne,,,,,,,,,uS,Niripadra,gaba,,,,,Nen,uS,ur,naN,,NeStug,,,,igi,,ici,kud,,,,lum,,,,,,Su,,NiS tuku,,si,,,dub,,,,ur,,mar,,,,kur,,mu,,gibil,Ni,kiri,,diS,sila,lu,,,,,,,igi du,,,kuS,,,,,mul,na,utu,,,,,eme,cu,NiS,min,,e,mend~e,,,,,,ce
Sumo,neno,,,,,,,,,no,raba,to,,,,,,,tapa,,,taba,,,,ine,,aku,ba,,,,,,,,,,an3,,k3,,,,,urata,,pe,,toton,,mi,,,,,,na,,tar3,r3r3,ubo,,aruta,tara,,,,,,,,Tara,,,tapa,,,,,ainin,5ara,umo,,,,,piya,,ay,pepin,,pi,namayo,,,,,,nemo
Sundanese,kuriN,kabeh,lebu,,beuteuN,badag,manuk,Negel,hideuN,getih,tulaN,pinareup,duruk,kuku,awan,tis,dataN,mate,anjiN,Ninum,gariN,Ceuli,lemah,dahar,endog,panon,bulu,seuneu,lauk,dagiN,hiber,suku,pinuh,mere,alus,lemak,hejo,buk,leuNeun,hulu,NadeNe,jantuN,tanduk,haneut,maehan,tur,5aho,daun,NabohuN,ati,panjaN,,lalaki,rahi,bulan,gunuN,suNut,Naran,beuheuN,anyar,peutiN,iruN,lein,hiji,,jalma,hujan,beureum,akar,buleud,keusik,5arita,nempo,siki,diuk,kulit,sare,leutik,haseup,naNtuN,bentaN,batu,panonpoe,Nojay,buntut,itu,ieu,letah,huntu,taNkal,dua,leumpaN,Cai,uraN,naon,bodas,saha,ewe,koneN,anjeun
Sungkai Lampung Api,5o7,,,,,,,,,Xoh,tuhlon,tete7,,,,,XotoN,motiko,osu,Ninum,,TupiN,,,,moto,,opui,iwo,,,,,,,,,,puNu,,niyoN,,,,,,,buluN,,hoti,,kutu,,,,,,g3Xol,,ompoi,d3biNi,iXuN,,soi,roNloyo,,,,,,,,Ninu7,,,bowo7,,,,,bintoN,botu,,,,,,mo,ipon,,Xuo,,woi,hikom,,,,,,niku
Sunglik Lihir,yo,,,,,,,,,dala,tio,sus,,,,,yak,miat,pol,yun,,tena,,,,mata,,ieh,mazien,,,,,,,,,,lima,,lan,,,,,,,pekelolo,,yet,,ut,,,,,,iasia,,or,lan,isio,,datol,ne,ziktun,,,,,,,tiar,,,kulie,,,,,kemkem,ot,,,,,,kalame,weniez,,alaklio,,to,do,,,,,,
Sunia,ne,,,,,,,,,hobo,uku,bo,,,,,meno,,wEi,,,ekadem,,,,si,,de,douba,,,,ugodo,,,,,,dob,,dobudo,,,,,gut,,yofoS,,,,fi,,,,muSio,,imi,,hi,unudu,miki,,itidi,tokor,oseno,,,,,,,bo,,,okof,,,,,themi,ka,of,,,,,tobise,oneno,yep,ani,,mo*,niLi,,,,,,ge
Sunwar,go,,,,,,,,,,ruS,kucu,,,,,pi,bek,kucum,tu,,noph~a,,,,mik ci,,mi,maca,,,,bri,,,,,,guy,,ne,,gro,,,pokci,,saph~a,,audi,,ri,,,,pahadr~a,,ne,,nak,nak do,ne*,,ka,la*,mur,,,,,,,ko,,,kusul,,,,,tara,ph~ullu,na,,,,,le,kh~ruy,rawa,nikSi,,bakku,go puki,,,,,,ge
Sunwar 2,go,,,,,,,,,huS,,kuCu,,,,,piCa,beCa,kuCum,tuCa,,noph~a,,,,miC,,mi,na,,,,,,,,,,gui,,neCa,,,,,poC,,pati,,,,ri,,,,pahar,,ne,,naya,rat,ne*,,ka,la*,muru,,,,,,,taCa,,,kuSul,,,,,,mani,,,,,,le*,kh~lui,rawa,niSi,,pani,go,,,,,,ge
Suri Chai,a5e,,,,,,,,,5awa,giga,ludun,,,,,wo5a,ere,roso,ire,,5abi,,,,kari,,go,7urgusi,,,,dineyo,,,,,,siyo,,Siga,,kere,,,komi,,balogi,,tara,,u5joi,,,,kutul,,sara,,aCagi,belei,giro5,,done,gangu,hiri,,,,,,,go5a,,,eri,,,,,mu5u5i,be,su7,,,,,kayo,nigiyay,keyo,raman,,ma,age,,,,,,i5e
Surigaonon,ako,,,,,,,,,dugo7,bukog,suso,,,,,dali7,patay,ido,inom,,taliNa,,,,mata,,kayajo,isda,,,,,,,,,,alima,,duNog,,,,,,,dahon,,atay,,kuto,,,,,,Nayan,,bago,duyom,iloN,,isa,dayan,tawo,,,,,,,kita,,,panit,,,,,biton,bato,,,,,,dila,Nipon,,duha,,tubig,kita,,,,,,ikaw
Surin,a5,,,,,,,,,Th~i3m,T7oN,dah,,,,,mo,N33p,TkE,ph~o7,,tTi7,,,,ph~ne7,,ph~l3N,trEy,,,,pi5,,,,,,day,,l3,,snE5,,,kbal TaNku3N,,slo7,,th~lom,,Tay,,,,ph~nom,,Th~moh,,th~mEy,yop,Tmoh,,moy,ph~low,mn3h,,,,,,,kh~35,,,sbE7,,,,,pkay,th~mo,th~Nay,,,,,nat,th~me5,dom Th~3,pir,,t37,ph~oN y3N,,,,,,E5
Suroi,yE,,,,,,,,,dari,isu,amo,,,,,ili,kumi,age,,,kilba,,,,am,,pa,kw~ale7aN,,,,le7,,,,,,,,is,,,,,dagol pasi,,,,NgamuNgalnu,,meu,,,,tabe,,5unu,,kitek,furir,fumb~e,,nd~ind~o,nd~in,,,,,,,,kaNgEr,,,garo,,,,,mb~ai,nd~ame,ki,,,,,mane,maketiN,ail,armb~a,,kule,sinE,,,,,,nE
Sursurunga,,,,,,,,,,d3r,tu3n,susun,,,,,l3k3m,m3t,p3p,Nin,,t3lN3n,,,,m3t3n,,k3mn3h,isu,,,,k3N,,,,,,lim3n,,loNr3i,,gomon,,,pukun,,p3k3n,,nit3n,,hut,,,,puNp~uN,,Nis3n,,hutNin,libuN,nisun,,kes,s3l,k3l3mul,,,,,,,m3k3i,,,k3p3n,,,,,metmeti3h,h3t,n3s,,,,,kermen,Nis3n,kub3u,ru,,d3n,git,,,,,,
Suru Kavian Apma,na,,,,,,,,,da,su,susu,,,,,vama,mat,kuli,min,,diliN,,,,mata,,kaba,ik,,,,,,,,,,lima,,rong,,,,,,,ru,,ide,,kut,,,,,,a,,rabw~a,mw~agap,Nosu,,,al,asi,,,,,,,kit,,,kula,,,,,wamso,vat,,,,,,mea,lip,,,,sileN,ta,,,,,,ko
Surui Do Para,iye,,,,,,,,,uw3,koN,kom,,,,,ur,yek3i,ma7esawara,37u,,nami,,,,eha,,tata,ipira,,,,p3w,,,,,,po,,enuw,,ati,,,kanawa,,how,,p37a,,k3wa,,,,3w3t3r,,era,,p3ahu,p3tum,ti,,uyepeye,pe,,,,,,,,esag,,,pir,,,,,yah3tat3,ita,kw~arah3,,,,,ku,hoi,3w3ra,namukui,,,yene,,,,,,ene
Surui Do Rondonia,o7en,,,,,,,,,lir,,,,,,,or,Loni,aw3r3,g3dg3da,,,,,,kaba,,moka*i,morib,,,,,,,,,,,,pi,,,,,Labikaba,,ep,,La,,,,,,no*,,Led,,,mixaNi,amia*,,muy,me,,,,,,,,ikin,,,LErEg,,,,,,,Nad,,,,,,ikab,ib,muyakabud,,iTer,pa7en,,,,,,e7en
Susu,n,,,,,,,,,wuli,xori,xi5E,,,,,fa,faxa,bare,min,,tuli,,,,ya,,tE,yExE,,,,rafe,,,,,,yi,,mE,,feri,,,xinb~i,,buraxE,,bo5E,,karangb~E,,,,geya,,xili,,nEnE,ko,5w~E,,keren,kira,mixi,,,,,,,to,,,kiri,,,,,tunb~u,gEmE,soge,,,,,nEn,5in,wuri,firin,,ye,muxu,,,,,,i
Suya,pa,,,,,,,,,kamro,s3,,,,,,te*,t3,ropkasoxrE,ko*,,sukrEkon,,,,no,,kw~is3,tEwE,,,,,,,,,,ni*kr3,,ma,,ko,,,kono,,so,,ma,,Noj,,,,,,n3w3,,j3w,akamo,535akre,,w3t3,x3,,,,,,,,mu*,,,k3,,,,,ka*teCi,ken,m3ri,,,,,5oto,toa,xw~i*,ajkur,,No,ajpa,,,,,,ka
Suyong Hmong,ko,,,,,,,,,,ch~aN,ntr$au,,,,,to,to,kl~e,hou,,nC~e,,,,mo,,teu,nC~e,,,,,,,,,,np~aN,,nau,,ko,,,,,npl$oN,,Sa,,,,,,pi,,np~e,,Ch~a,mau,,,i,ke,neN,,,,,,,po,,,,,,,,,Ze,no,,,,,npl$ai,,nt~oN,au,,kl~e,pe,,,,,,ko
Suzhou Wu,No,,,,,,,,,SiE7,kodei,SioN,,,,,lE,s3,kEi,Ch~E7,,j3dou,,,,5E*jiN,,xou,n,,,,mE,,,,,,sEi,,th~iN,,ko7,,,jiamudei,,s3c3,,ku,,sic3,,,,s3,,miNz3,,SiN,yodl~3,bedei,,ji7,lou,5iN,,,,,,,kh~uE,,,blfu7,,,,,SiNSiN,zadei,th~oya*,,,,,sEdei,Nuac3,z3,lia*,,sw~3,Sia*nj3,,,,,,nE
Svan,mi,,,,,,,,,zisx,jijw~,gw~Em,,,,,qEd,Sgr,ZEx,tr,,Sdim,,,,tE,,lEmEsg,cuz,,,,gw~ESi,,,,,,Si,,sm,,"miCw""",,,kutul,,balE,,"qw""iZE",,"t""iS",,,,tanax,,ZaxE,,maxE,let,nEpxw~na,,ESxu,,marE,,,,,,,sgd,,,"k""En",,,,,"ant""qw""~asg",bEC,m3Z,,,,,n3n,Sdik,mEgEm,yEru,,lic,sgEy,,,,,,si
Swabi Pashto,z3,,,,,,,,,win3,aduke,sin3,,,,,rax,m3r,spe,sk3,,xw~3g,,,,st3rg3,,our,m3yi,,,,,,,,,,las,,wred3,,xk3r,,,,,pana,,,,,,,,,,num,,n3we,Spa,poz3,,y3o,lar3,sare,,,,,,,lid3,,,c3rm3n,,,,,store,kane,nw~3r,,,,,jib3,xax,w3n3,dw~a,,ub3,muNg3,,,,,,t3
Swabian,i,,,,,,,,,blud,knoXE,bX~uSt,,,,,kh~om,StEab,hund,dX~iNg~,,EalE,,,,augE,,fuia,fiS,,,,fol,,,,,,hEnd,,hea,,hoan,,,knui,,blad,,leba,,laus,,,,bEag,,nom,,noi,nad,ciNgE,,ois,veg,mEnZE,,,,,,,se,,,haut,,,,,StEan,Stoi,sonE,,,,,cuN,can,bom,cvoi,,vaza,mia,,,,,,du
Swahili,mimi,ote,jivu,gamb~a,tumb~o,ku,dege,donoa,usi,damu,fupa,fua,waka,kuCa,wiNg~u,baridi,ja,fa,bw~a,5w~a,kavu,sikio,ar8i,la,yai,jiCo,5oya,oto,samaki,5ama,pa,gu,nene,pa,ema,ori,kijani,5w~ele,kono,Cwa,sikia,oyo,pemb~e,moto,ua,goti,fahamu,jani,gona,ini,refu,Cawa,ume,sana,ezi,lima,5w~a,jina,SiNg~o,py~a,siku,pua,si,moja,5j~ia,tu,mv~ua,kund~u,zizi,duara,CaNg~a,sema,ona,begu,keti,Ng~ozi,lala,dogo,oSi,amka,5ota,jiwe,jua,ogelea,kia,lile,lile,limi,jino,ti,mb~ili,temb~ea,maji,sisi,nini,upe,nani,bibi,ma5j~ano,wewe
Swahili 2,,,,,,,,,,damu,fupa,ziwa,,,,,ja,fa,bua,5wa,,sikio,,,,To,,oto,samaki,,,,ja,,,,,,,,sikia,,pemb~e,,,goti,,jani,,ini,,cawa,,,,lima,,zina,,pya,siku,pua,,moja,jia,tu,,,,,,,ona,,,gozi,,,,,5ota,jiwe,jua,,,,,limi,ino,ti,bil3,,ji,,,,,,,
Swahili Chirazi,,,,,,,,,,damu,fuwa,romb~o,,,,,Ta,fa,bw~a,ny~wa,,sikiyo,,,,Tito,,oro,sw~i,,,,,,,,,,kono,,,,ph~emb~e,,,goti,,,,,,,,,,lima,,Tina,,,siku,ph~uwa,,moTa,nj~iya,th~u,,,,,,,ona,,,Ng~ovi,,,,,5ota,Tibw~e,Tua,,,,,limi,Tino,ri,wili,,maTi,,,,,,,
Swahili Makunduchi,,,,,,,,,,damu,fupa,ziwa,,,,,dy~a,fw~a,bw~a,5w~a,,Sikio,,,,diCo,,oto,samaki,,,,,,,,,,kono,,,,ph~emb~e,,,futi,,,,,,,,,,lima,,dy~ina,,,siku,ph~ua,,mody~a,nj~ia,th~u,,,,,,,ona,,,Ng~ozi,,,,,5ota,bw~e,dy~uwa,,,,,limi,dy~ino,ti,wili,,mady~i,,,,,,,
Swahili Mvita,,,,,,,,,,damu,fupa,titi,,,,,Ta,fa,bw~a,nw~a,,Sikio,,,,Tito,,oto,samaki,,,,,,,,,,kono,,,,ph~emb~e,,,goti,,,,,,,,,,lima,,Tina,,,siku,ph~ua,,moTa,4d~ia,th~u,,,,,,,ona,,,Ng~ozi,,,,,5ota,Tiwe,Tua,,,,,limi,Tino,ti,wili,,maTi,,,,,,,
Swahili Mwani,,,,,,,,,,damu,oNg~olo,were,,,,,dy~a,fw~a,bw~a,nw~a,,sikiro,,,,riso,,oto,nsw$i,,,,,,,,,,kono,,,,5aNg~a,,,lund~i,,,,,,,,,,aNg~o,,Zina,,,siku,mula,,mody~a,Ng~ira,nu,,,,,,,ona,,,samb~ala,,,,,nondw$a,riwe,dy~ua,,,,,limi,rino,ti,wili,,mady~i,,,,,,,
Swahili Pate,,,,,,,,,,damu,fupa,bubu,,,,,ya,fa,mbw$a,nw~a,,Sikio,,,,ito,,oCo,samaki,,,,,,,,,,kono,,,,ph~emb~e,,,ondr$o,,,,,,,,,,lima,,ina,,,siku,ph~ua,,moya,4d~ia,Ch~u,,,,,,,wona,,,Ng~ozi,,,,,5oCa,jiwe,yuwa,,,,,limi,jeno,Ci,wili,,mai,,,,,,,
Swahili Pemba,,,,,,,,,,damu,fupa,titi,,,,,dy~a,fa,bw~a,nw~a,,Sikio,,,,dy~iCo,,oto,samaki,,,,,,,,,,kono,,,,ph~emb~e,,,futi,,,,,,,,,,lima,,dy~ina,,,siku,ph~ua,,mody~a,nj~ia,th~u,,,,,,,ola,,,Ng~ozi,,,,,5ota,dy~iwe,dy~uwa,,,,,limi,dy~ino,ti,wili,,mady~i,,,,,,,
Swahili Sud,,,,,,,,,,damu,fupa,ziwa,,,,,ja,fa,bwa,5w~a,,sikio,,,,so,,oto,samaki,,,,,,,,,,,,sikia,,ph~emb~e,,,goti,,jani,,ini,,cawa,,,,lima,,jina,,pia,siku,ph~ua,,moja,jia,th~u,,,,,,,ona,,,gozi,,,,,5ota,jiwe,jua,,,,,limi,ino,ti,wila,,ji,,,,,,,
